Name,Sentence
Abdul Azeez Abdul Rahim,"['malu', 'bosku', '?', 'tanam', 'pokok', 'buluh', 'hendak', 'buat', 'ekzos', 'paip', 'berhormat', 'bera', 'hendak', 'sambung', 'sikit', 'untuk-', 'terima', 'kasih', 'pembangkang', 'tuan', 'di-', 'pertua', 'hendak', 'tanya', 'pandangan', 'berhormat', 'bera', 'khazanah', 'dulu', 'lama', 'dipanggil', 'penyamun', 'perompak', 'pencuri', 'pakatan', 'harapan', 'tahniahlah', 'penyelamat', 'hal', 'ehwal', 'pun', 'ada-', 'penyelamat', 'syabas', 'tahniah', '!', 'terima', 'kasih', '10', 'rekod', '10', 'penyamun', 'pencuri', 'perompak', 'terbukti', 'khazanah', 'pernah', 'rugi', '‘', 'penyelamat', ""'"", '10', 'memerintah', 'rugi', 'berbilion-bilion', 'ringgit-', 'rm6', 'berhormat', 'pembangkang', 'bijaksana', 'komen', '?', 'terima', 'kasih', 'berhormat', 'pendang', 'berhormat', 'pendang', 'berhormat', 'pendang', '!', 'kalau', 'berhormat', 'pendang', 'beli']"
Abdul Latiff Abdul Rahman,"['amk', 'kena', 'gentleman', 'angkatan', 'pemuda', 'keadilan', 'kena', 'gentleman']"
Abdullah Sani Abdul Hamid,"['berhormat', 'johor', 'bahru', 'minta', 'pencelahan', 'menjawab', 'soal', 'hutang', 'berhormat', 'johor', 'bahru', 'dikhabarkan', 'hutang', 'bebanan', 'siapa', '?', 'siapa', 'melahirkan', 'longgokan', 'hutang', 'terpaksa', 'ditanggung', 'hutang', 'terpinggir', 'hutang', 'kenyataannya', 'ditanggung', 'jadi', 'persoalan', 'berhormat', 'johor', 'bahru', 'adakah', 'berhormat', 'bersetuju', 'ahli', ':', 'taliban', 'taliban', 'dato', ""'"", 'kapar', ':', '.longgokan', 'hutang', 'sebenarnya', 'berpunca', 'kebobrokan', 'rejim', '!', 'ditujukan', 'berhormat', 'johor', 'bahru', 'berhormat', 'johor', 'bahru', 'pencelahan', 'sedikit', 'berhormat', 'johor', 'bahru', 'terima', 'kasih', 'tuan', 'berhormat', 'johor', 'bahru', 'bersetuju', 'kah', 'kehilangan', 'pakatan', 'harapan', 'rm23', 'gst', 'sebenarnya', 'ringan', 'bebanan', 'kalau', 'rm23', 'kutip', 'bayangkan', 'sara', 'hidup', 'sebegitu', 'drastik', 'beban', 'terpaksa', 'tanggung', 'derita', 'sengsara', 'bersetuju', 'kah', 'berhormat', 'johor', 'bahru', '?', 'terima', 'kasih', 'terima', 'kasih', 'tuan', 'berhormat', 'johor', 'bahru', 'melencong', 'sedikit', 'fasal', 'berhormat', 'johor', 'bahru', 'menyebut', 'jadi', 'hendak', 'ulas', 'sedikit', 'bercanggah', 'peraturan', '24', 'undang-undang', 'hendak', 'bercakap', 'hak', 'diberitahu', 'perhebat', 'tentera-tentera', 'pencen', 'tuan', 'seramai', '5,000', 'setahun', 'peruntukan', 'rm64', 'rm92', 'potongan-potongan', 'inilah', 'menyebabkan', 'gaji', 'dilaksanakan', 'berkanun', 'berkanun', 'terpalit', 'terpalit', 'swasta', 'jadi', 'merintis', 'perbelanjaan', 'peruntukan', 'dikeluarkan', 'berhormat', 'pertahanan', 'mencukupi', 'mentadbir', 'melahirkan', 'anggota-anggota', 'tentera', 'bersara', 'menghadapi', 'malah', 'diberitahu', 'hendak', 'perhebat', 'tentera-tentera', 'bersara', 'hala', 'tujukan', 'pengetahuan', 'lebihan', 'felcra', 'diviralkan', 'ceo', 'felcra', 'tuan', 'dok', 'maki-', 'maki', 'pegang', 'kepala', 'jampi', 'sana', 'pegang', 'kepala', 'jampi', 'pakai', 'tongkat', 'dok', 'tunjuk-tunjuk', 'macam', 'dia', 'tok', 'guru', 'maharaja', 'zaman', 'hendak', 'beritahu', 'felcra', 'terlibat', 'ambil', 'ceo', 'kurang', 'ajar', 'sangat', 'jadi', 'jangan', 'letakkan', 'hamba', 'abdi', 'ingat', 'maruah', 'perasaan', 'kompromi', 'soal', 'biadab', 'pekerja-pekerja', 'hendak', 'tengking-tengking', 'pegang', 'kepala', 'hendak', 'jampi-jampi', 'kemudian', 'aku', 'janji', 'glc', 'jadi', 'berhormat', 'felcra', 'kena', 'bangkit', 'siasat', 'ambil', 'felcra', 'pun', 'jangan', 'diamkan', 'diri', 'membisu', 'seribu', 'bahasa', 'pekakkan', 'telinga', 'punya', '‘', 'manchal', ""'"", 'lah', 'pentadbiran', 'begini', 'jadi', 'hendak', 'salahkan', 'siapa', '?', 'pakatan', 'harapan', 'kesilapan', 'pentadbir', 'terpalit', 'jadi', 'minta', 'tuan', 'berhormat', 'johor', 'bahru', 'lengkapkan', 'hujahan', 'diambil', 'ketiganya', 'berkanun', 'johor', 'bahru', 'socso', 'epf', 'tabung', 'haji', 'bsn', 'ltat', 'kemudian', 'perhebat', 'swasta', 'gaji-gaji', 'dibawa', 'dibawa', 'hendak', 'berpaut', '?', 'jadi', 'minta', 'terlibat', 'tolonglah', 'tolong', 'tolonglah', 'sudahlah', 'puluhan', 'ca', 'pun', 'general', 'order', 'pun', 'jadi', 'minta', 'terbabit', 'fikirlah', 'puluhan', 'ribu', 'epf', 'contohnya', 'disebut', 'berhormat', 'johor', 'bahru', 'tadi', 'puluhan', 'ca', 'gaji', 'tahunan', 'ikut', 'suka', 'jadi', 'akhirnya', 'ribuan', 'merana', 'memendam', 'perasaan', 'seterusnya', 'minta', 'overtime', 'anggota-anggota', 'tolong', 'bayar', '11', '12', '1', '2', 'dibayar', 'jadi', 'ap58', 'minta', 'minta', 'sangat', 'tuan', 'tolong', 'bayar', 'overtime', 'minta', 'sebab', '20', 'minit', 'berucap', 'jadi', 'tumpang', 'berhormat', 'johor', 'bahru', '–', 'lafarge', 'cement', 'rawang', 'seramai', '27', 'dibuang', 'minta', 'berhormat', 'manusia', 'bangkitlah', 'bangkitlah', 'berhormat', 'manusia', 'tolonglah', 'panggil', 'mtuc', 'panggil', 'kesatuan', 'bincang', 'cara', 'mengangkat', 'martabat', 'jangan', 'duduk', 'membisu', 'minta', 'resolusi', 'diberitahu', 'ribu', 'pekerjanya', 'dibuang', 'tolong', 'buat', 'kerangka', 'yakinilah', 'pekerja-pekerja', 'tercicir', 'berhormat', 'johor', 'bahru', 'minta', 'pentadbiran', 'mrm', 'hendak', 'beritahu', 'tuan', 'contohnya', 'arwah', 'lo', ""'"", 'lo', ""'"", 'dahulu', 'adanya', 'mrm', 'buat', 'collection', 'dikutip', 'karya', 'dia', 'kurang', 'rm150,000', 'balunya', 'rm50,000', 'mrm', 'ditubuhkan', 'pentadbir', 'mrm', 'rosak', 'rosak', 'sesangat', 'rosak', 'ambil', 'alih', 'jahanamkan', 'penggiat', 'seni', 'penggiat', 'seni', 'hidup', 'merana', 'sengsara', 'bila', 'cakap', 'penggiat', 'seni', 'merana', 'jadi', 'minta', 'contohnya', 'allahyarham', 'lo', ""'"", 'lo', ""'"", 'balunya', 'hidup', 'sengsara', 'mrm', 'gagal', 'melaksanakan', 'tugas', 'janji', 'minta', 'allahyarham', 'p.', 'ramlee', 'tokoh-tokoh', 'hebat', 'macam', 's.', 'm', 'salim', 'begitu', 'pelirik-pelirik', 'penggubah-penggubah', 'lagu', 'menuntut', 'pencarian', 'seni', 'allah', 'anugerahkan', 'pulangkan', 'balik', 'janji', 'undang-undang', 'akta', 'penerbitan', 'minta', 'berhormat', 'johor', 'bahru', 'bersetuju', 'mrm', 'pentadbir', 'haprak', 'dia', 'ambil', 'pentadbiran', 'dia', 'hendak', 'kena', 'audit', 'minta', 'sprm', 'siasat', 'mrm', 'audit', 'mengkhianati', 'pun', 'membenamkan', 'hak', 'penggiat', 'seni', 'pun', 'seni', 'tuan', 'kalau', 'nyanyi', 'terpegun', 'berhormat', 'johor', 'bahru', 'setuju', 'mrm', 'hal', 'ehwal', 'kena', 'siasat', 'kena', 'siasat', 'pulangkan', 'balik', 'hak', 'penggiat-penggiat', 'seni', 'cabuli', 'khianati', 'penggiat', 'seni', 'hak', 'mengilhamkan', 'seni', 'anugerah', 'allah', 'setujukah', 'berhormat', 'johor', 'bahru', 'pandangan', 'lebar', 'luas', '?', 'terima', 'kasih', 'tuan', 'berhormat', 'johor', 'bahru', 'selitkan', 'kilang', 'tadi', 'terima', 'kasih', 'tuan', 'kena', 'celah-celah', 'sebab', 'hendak', 'bangkit', '20', 'minit', 'berhormat', 'johor', 'bahru', 'setujukah', 'seramai', '2.1', 'separuh', 'datangnya', 'perbuatan', 'kilang', '?', 'sedangkan', 'pengangguran', 'bersekitar', '511', 'ribu', 'apakah', 'berhormat', 'johor', 'bahru', 'bersetuju', 'pandangan', 'hadkan', 'benarkan', 'masuk', 'perbuatan', 'beri', 'bekerja', 'sifarkan', 'pengangguran', 'ambil', 'per', '?', 'apakah', 'berhormat', 'johor', 'bahru', 'bersetuju', 'diberi', 'lebar', 'luaskan', 'pekerjaan', 'pengangguran', 'sifarkan', '?', 'terima', 'kasih', 'tuan', 'berhormat', 'johor', 'bahru', '?', 'terima', 'kasih', 'tuan', 'meneliti', 'kerisauan', 'johor', 'bahru', 'menilai', 'tuan', 'di-', 'pertua', 'dia', 'agak', 'mengelirukan', 'sebab', 'ambil', 'tvet', 'tvet', 'objektifnya', 'melahirkan', 'berkemahiran', '‘', 'lembaga', 'pesuruhjaya', ""'"", 'tvet', 'kemahiran', 'latihan', 'mengawal', 'selia', 'hala', 'tuju', 'terlibat', 'macam', 'jerman', 'dia', 'buat', 'model', 'bertaraf', 'lepasan', 'universiti', 'hala', 'tuju', 'pelajar-pelajar', 'tengok', 'kena', 'buat', 'anjakan', 'mengenal', 'pasti', 'sekolah', 'ditengok', 'kebolehannya', 'pergi', 'menengah', 'tahu', 'objektif', 'depannya', 'masuk', 'universiti', 'persambungan', 'kemahiran', 'dia', 'keluar', 'universiti', 'dia', 'keluar', 'graduate', 'berkemahiran', 'maka', 'persaingan', 'dilakukan', 'jati', 'diri', 'memperkukuhkan', 'sebab', 'asah', 'dibuat', 'menengah', 'universiti', 'samping', 'memantau', 'bersaing', 'berhormat', 'johor', 'bahru', 'sebentar', 'tadi', 'menzahirkan', 'kekhuatiran', 'mendapati', '50', 'mengatakan', 'pesaingnya', 'jadi', 'contoh', 'berhormat', 'johor', 'bahru', 'contohnya', 'tvet', 'dimaklumkan', 'sony', 'construction', 'dia', 'tolong', 'pelajar', 'hendak', 'mengajar', 'hendak', 'mengiktiraf', 'peluang-peluang', 'pekerjaan', 'dia', 'refer', 'cidb', 'dia', 'pergi', 'manusia', 'manusia', 'tolak', 'cidb', 'tolak', 'dia', 'tolak', 'tolak', 'tolak', 'akhirnya', '650', 'melibatkan', 'ribuan', 'pelajar-pelajar', '2012', 'terlaksana', 'maka', 'cadangkan', 'setujukah', 'berhormat', 'johor', 'bahru', 'mengelola', 'hala', 'tuju', 'tvet', 'centralized', 'dia', 'merapu-rapu', 'pening', 'syok', 'syok', 'jadi', 'merumitkan', 'anak-anak', 'latihan', 'kemahiran', 'tvet', 'setujukah', 'berhormat', 'johor', 'bahru', 'dirubah', 'anjakan', 'me-reform', 'anak-anak', 'berkemahiran', '?', 'terima', 'kasih', 'berhormat', 'johor', 'bahru', 'sekali', 'berhormat', 'johor', 'bahru', 'sekali', 'hubung', 'kait', 'terima', 'kasih', 'tuan', 'di-', 'pertua', 'mendengar', 'pembangkang', 'cakap', 'relevannya', 'tadi', 'soal', 'apakah', 'facility', 'privilege', 'diberikan', 'keselesaan', 'berminat', 'jadi', 'jawapan', 'mesti', 'pros', 'and', 'cons', 'kalau', 'melibatkan', 'ketidakselesaan', 'majikan', 'syarikat-syarikat', 'bersetujukah', 'berhormat', 'johor', 'bahru', 'inisiatif', 'ruang', 'pekerjaan', 'gaji', 'berlebihan', 'berpandukan', 'kaji', 'percukaian', 'korporat', 'dilakukan', 'pandangan', 'berhormat', 'johor', 'bahru', '?', 'terima', 'kasih', 'berhormat', 'bera', 'tuan', 'berhormat', 'johor', 'bahru', 'beri', 'laluan', 'kapar', 'terima', 'kasih', 'tuan', 'di-', 'pertua', 'meneliti', 'soalan', 'berhormat', 'jelebu', 'mengagak', 'kekhuatiran', 'pakatan', 'harapan', 'pembangkang', 'unjuran', 'dikeluarkan', 'berhormat', 'johor', 'bahru', 'dikaitkan', 'integriti', 'berhormat', 'pasir', 'salak', 'bercakap', 'pembesar', 'suara', 'dato', ""'"", 'sani', 'hamid', 'kapar', ':', 'tuan', 'hendak', 'buat', 'teguran', 'peraturan', '37.', 'berhormat', 'pasir', 'salak', 'lama', 'berpengalaman', 'tokoh', 'hebat', 'kampung', 'pasir', 'salak', 'tolong', 'dengar', 'hujahan', 'terima', 'kasih', 'tuan', 'meneliti', 'hujahan', 'sebenarnya', 'pakatan', 'harapan', 'tak', 'takut', 'sesiapa', 'pun', 'takut', 'perompak', 'penyamun', 'penyangak', 'pencuri', 'takut', 'khianati', 'takut', 'peralihan', 'dicakapkan', 'berhormat', 'johor', 'bahru', 'tuan', 'pernah', 'arif', 'meneliti', 'hukuman', 'dakwaan', 'dibuat', 'jadi', 'memerlukan', 'biarkan', 'penguatkuasaan', 'melakukan', 'siasatan', 'lihat', 'apakah', 'fitnah', 'jadi', 'menanggap', 'berhormat', 'pasir', 'salak', 'berhormat', 'pasir', 'salak', 'lama', 'berpengalaman', 'takkan', 'tak', 'tahu', 'bercakap', 'pembesar', 'suara', '.bertukar', 'pandangan', 'jangan', 'menyampuk', '!', 'baca', 'peraturan', '37', 'berpengalaman', 'harus', 'peka', 'peraturan', 'terima', 'kasih', 'tuan', 'di-', 'pertua', 'tambah', 'berhormat', 'johor', 'bahru', 'setujukah', 'segala', 'dakwaan', 'penghakiman', 'serahkan', 'penguasa', 'menyiasat', 'mengesahkan', 'fitnah', 'setujukah', 'berhormat', 'johor', 'bahru', '?', 'terima', 'kasih', 'bercakap', 'pembesar', 'suara', 'haji', 'hasanuddin', 'yunus', 'hulu', 'langat', ':', 'berbeza', 'memilih', 'menepati', 'hukum', 'syarak', 'pendeposit', 'berhak', 'mengetahui', 'hakikat', 'sebenarnya', 'malah', 'cuba', 'alternatif', 'apakah', 'penyelesaiannya', 'lari', 'takut', 'kalah', 'akhirnya', 'menyembunyikan', 'kalah', 'akhirnya', 'bercakap', 'pembesar', 'suara', 'haji', 'hasanuddin', 'yunus', 'hulu', 'langat', ':', 'berbeza', 'memilih', 'menepati', 'hukum', 'syarak', 'pendeposit', 'berhak', 'mengetahui', 'hakikat', 'sebenarnya', 'malah', 'cuba', 'alternatif', 'apakah', 'penyelesaiannya', 'lari', 'takut', 'kalah', 'akhirnya', 'menyembunyikan', 'kalah', 'akhirnya', 'menyedari', 'perlembagaan', 'perlembagaan', 'raja-raja', 'melayu', 'ketiga', 'mulia', 'mempertahankan', 'hak', 'melayu', 'bumiputera', 'samping', 'menolak', 'bentuk', 'diskriminasi', 'saudara', 'se-malaysia', 'terdiri', 'tionghoa', 'lain-lain', 'berbahagia', 'profesor', 'mansor', 'noor', 'felo', 'institut', 'kajian', 'etnik', '(', ')', 'ukm', 'tamsilan', 'kajian', 'hampir', '30', 'tamsilan', 'orang-orang', 'melayu', 'kemudiannya', 'diikuti', 'bumiputera', 'diibaratkan', 'pasak', 'mencengkam', 'begitu', 'pasak', 'terungkailah', 'segala-galanya', 'menganggap', 'melayu-', 'non-bumi', 'diterima', 'keluarga', 'pelantar', 'ataupun', 'platform', 'orang-orang', 'melayu', 'bumiputera', 'dianggap', 'pasak', 'non-malay', 'izin', 'dianggap', 'pelantar', 'platform', 'pelantar', 'platform', 'raihlah', 'kekayaan', 'raihlah', 'kebahagiaan', 'binalah', 'kehidupan', 'jangan', 'dipertikaikan', 'pasak', 'jangan', 'dipisahkannya', 'pelantar', 'sekiranya', 'mengusik', 'mencungkil', 'merungkai', 'hancurlah', 'musnahlah', 'tamadun', 'sama-sama', 'dibina', 'nenek', 'moyang', 'si', 'pasak', 'si', 'pelantar', 'bagaikan', 'isi', 'kuku', 'kesedaran', 'lama', 'terbina', 'sana', 'kagum', 'bagaimana', 'interaksinya', 'kaum', 'namun', 'waktu', 'suara-suara', 'sumbang', 'merasakan', 'terlalu', 'cemas', 'kebangkitan', 'kemaraan', 'pakatan', 'harapan', 'katakan', 'memenangi', 'hati', 'istana', 'sebenar-benar', 'sejujur-jujurnya', 'kemudian', 'memenangi', 'hati', 'kaum', 'kebimbangan', 'kembali', 'memerintah', 'perkauman', 'menimbulkan', 'kebencian', 'sangat', 'bahaya', 'benarkan', 'tegurlah', 'kelemahan-kelemahan', 'membiarkan', 'bermain', 'api', 'menimbulkan', 'kebencian', 'menimbulkan', 'perkauman', 'sangat', 'bahaya', 'ummah', 'suara-suara', 'sumbang', 'keterlaluan', 'menyeru', 'istilah-istilah', 'mencurigakan', 'makna', 'positif', 'makna', 'istilah-istilah', 'bawa', 'perlembagaan', 'slogan', 'ketuanan', 'sesuatu', 'kaum', 'bangsa', 'slogan', 'ketuanan', 'sesuatu', 'agama', 'kononnya', 'sesuatu', 'begitu', 'indah', 'menyebabkan', 'sesuatu', 'kaum', 'merasa', 'khayal', 'merasa', 'seronok', 'merasa', 'bangga', 'dia', 'ketuanan', 'bercakap', 'pasal', 'ketuanan', 'kelompangan', 'maknanya', 'suatu', 'bangsa', 'tuan', 'bangsa', 'hidup', 'tercemar', 'bergelumang', 'rasuah', 'penyelewengan', 'kleptokrasi', 'tepuk', 'seruan-seruan', 'kosong', 'mengaburi', 'teman-teman', 'memahami', 'kalau', 'melihatkan', '22', 'muka', 'surat', '10', 'duli', 'maha', 'mulia', 'menyebutkan', 'jelas', 'quote-kan', 'sedikit', '``', 'beta', 'percaya', 'agama', 'difahami', 'sedalam-dalamnya', 'warganegara', 'mengira', 'bangsa', 'agama', 'sekadar', 'agama', 'eksklusif', 'tertentu', 'malah', 'cara', 'hidup', 'universal', 'rahmat', 'buat', 'sekalian', 'beta', 'menyokong', 'mempromosikan', 'budaya', 'pendekatan', 'rahmatan', 'lil-', 'alamin', 'maqasid', 'syariah', 'ajaran', 'sebenar', 'diterjemahkan', 'tingkah', 'laku', 'keperibadian', 'unggul', ""''"", 'duli', 'maha', 'mulia', 'meminta', 'mempamerkan', 'indah', 'dikongsikan', 'menyelesaikan', 'membentangkan', 'slogan-slogan', 'berbangga', 'istilah-istilah', 'tertentu', 'menyebabkan', 'terpukau', 'akhirnya', 'membina', 'mahukan']"
Adham Baba,"['mencelah', 'tuan', 'noor', 'amin', 'kangar', ':', 'dokumen', 'rasmi', 'mencelah', 'tuan', 'noor', 'amin', 'kangar', ':', 'dokumen', 'rasmi', 'jadi', 'jangan', 'berhormat', 'pontian', 'nafikan', 'dokumen', 'disediakan', 'barisan', 'memerintah', 'angka-angka', 'tadi', 'hendak', 'sambung', 'tadi', 'berhormat', 'johor', 'bahru', 'sebut', 'penghapusan', 'subsidi', 'demi', 'subsidi', 'hutang', 'bertambah', 'rm200', 'zaman', 'berhormat', 'pekan', 'hendak', 'cuba', 'ditampung', 'menyeksa', 'hapuskan', 'subsidi']"
Ahmad Amzad Mohamed @ Hashim,"['tenggelam-tenggelam', '?', 'tuan', 'bercakap', 'sikit', 'duduk', 'bercakap', 'berkait', 'akaun', 'pas', 'berjuta', 'sampai', 'tak', 'nama', 'pun', 'disebut', 'kalau', 'buat', 'lah', 'bercakap', 'pembesar', 'suara', 'tuan', 'haji', 'amzad', 'mohamed', '@', 'hashim', 'terengganu', ':', 'dulu', 'kejap', '90', 'lah', 'lah', '?', 'banglo', 'siapa', '?', 'akaun', 'siapa', '?', 'siapa', '?', 'bercakap', 'pembesar', 'suara', 'tuan', 'haji', 'amzad', 'mohamed', '@', 'hashim', 'terengganu', ':', 'nama', 'pun', 'tak', 'jenis', 'macam', '?', 'main', 'cakap', 'ikut', 'cakap', 'tak', 'berhormat', 'johor', 'bahru', 'jawab', 'siapa', 'minta', 'tarik', 'balik', 'berhormat', 'johor', 'bahru', 'tuan', 'minta', 'tarik', 'balik', 'jawab', 'terowong', 'lah', 'terowong', 'terowong', 'terowong', '!', 'terowong', 'pun', 'setuju', 'pun', 'pas', 'kena', 'tahan', 'sprm', 'pun', 'siapa', 'pun', 'kena', 'sita', 'terima', 'kasih']"
Ahmad Fadhli Shaari,"['bangun', 'kalau', 'begitu', 'pm', 'keenam', 'warisi', 'hutang', 'pm', 'kah', 'minta', 'berhormat', 'johor', 'bahru', 'patuh', 'tuan', 'tarik', 'balik', 'tuan', 'mohon', 'laluan', 'terima', 'kasih', 'berhormat', 'hulu', 'langat', 'berhormat', 'hendak', 'tanya', 'pemisahan', 'tadi', 'pandangan', 'berhormat', 'hulu', 'langat', 'tular', 'video', 'tari-menari', 'hakim', 'peguam', '?', 'adakah', 'gangguan', 'pemisahan', '?', 'terima', 'kasih', 'berhormat', 'hulu', 'langat', 'terima', 'kasih', 'berhormat', 'hulu', 'langat', 'adakah', 'berhormat', 'hulu', 'langat', 'menyatakan', 'perjuangan', 'pakatan', 'dulu', 'menentang', 'aes', 'berhormat', 'pokok', 'sena', 'menyalahi', 'maqasid', 'syariah', '?', 'terima', 'kasih']"
Ahmad Fahmi Mohamed Fadzil,"['biar', 'dia', 'jelaskan', 'dahulu', 'dia', 'hendak', 'jelaskan', 'mohon', 'mencelah']"
